Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD3079,Jonas,Snacks,Cookies,Madurai,08-04-2015,West,3050.1224772494097,0.26,258.96,Tamil Nadu
OD3080,Krithika,Beverages,Health Drinks,Virudhunagar,10/18/2015,West,3217.955769355411,0.29,867.16,Tamil Nadu
OD3081,Jackson,Snacks,Cookies,Virudhunagar,9/23/2018,West,2493.0031417439313,0.11,679.0,Tamil Nadu
OD3082,Malik,Oil & Masala,Masalas,Ramanadhapuram,9/24/2016,West,754.0041886984756,0.22,140.25,Tamil Nadu
OD3083,Peer,Food Grains,Organic Staples,Viluppuram,12/18/2018,West,2052.0489042872264,0.24,776.16,Tamil Nadu
OD3084,Sundar,Bakery,Cakes,Ramanadhapuram,3/19/2018,West,1592.6368615152871,0.18,316.25,Tamil Nadu
OD3085,Hussain,Beverages,Soft Drinks,Namakkal,12/20/2015,West,2346.0241099765726,0.33,349.58,Tamil Nadu
OD3086,Verma,Bakery,Cakes,Viluppuram,12/17/2016,West,965.528935024279,0.32,210.87,Tamil Nadu
OD3087,Sabeela,"Eggs, Meat & Fish",Fish,Vellore,3/21/2018,West,2773.964485535363,0.18,416.86,Tamil Nadu
OD3088,Kumar,Snacks,Chocolates,Namakkal,09-10-2017,West,2677.94310660514,0.34,114.87,Tamil Nadu
OD3089,Krithika,Food Grains,Dals & Pulses,Perambalur,4/25/2018,West,1666.4490739248579,0.14,229.88,Tamil Nadu
OD3090,Vidya,Fruits & Veggies,Organic Fruits,Ramanadhapuram,12/19/2018,West,2262.011483872538,0.2,653.98,Tamil Nadu
OD3091,Veronica,Oil & Masala,Masalas,Coimbatore,02-03-2015,West,1165.4251086232039,0.22,152.25,Tamil Nadu
OD3092,Shah,Beverages,Health Drinks,Tenkasi,09-02-2018,West,1576.6007274263588,0.14,416.84,Tamil Nadu
OD3093,Sharon,Bakery,Breads & Buns,Bodi,12-03-2018,West,2215.881438730308,0.2,618.12,Tamil Nadu
OD3094,Anu,Oil & Masala,Edible Oil & Ghee,Theni,11-10-2017,West,2908.4572111334573,0.23,650.07,Tamil Nadu
OD3095,Peer,Food Grains,Organic Staples,Chennai,3/21/2018,West,2017.1381837923402,0.22,486.6,Tamil Nadu
OD3096,Hafiz,"Eggs, Meat & Fish",Fish,Ooty,4/19/2017,West,3102.084772304213,0.28,340.68,Tamil Nadu
OD3097,Muneer,Fruits & Veggies,Organic Fruits,Trichy,3/26/2017,West,2382.4395347712752,0.23,82.2,Tamil Nadu
OD3098,Aditi,Food Grains,Atta & Flour,Dharmapuri,7/17/2017,West,3847.6589238560446,0.33,891.72,Tamil Nadu
OD3099,Veena,Bakery,Breads & Buns,Ooty,9/24/2016,West,763.0726341915513,0.3,127.44,Tamil Nadu
OD3100,Ravi,Oil & Masala,Masalas,Madurai,02-03-2015,West,2284.965936306627,0.28,448.34,Tamil Nadu
OD3101,Haseena,Snacks,Cookies,Nagercoil,07-11-2016,West,995.3958144281437,0.27,164.12,Tamil Nadu
OD3102,Veronica,Fruits & Veggies,Organic Fruits,Bodi,12/29/2017,West,767.2800064251862,0.1,279.45,Tamil Nadu
OD3103,Amy,Oil & Masala,Edible Oil & Ghee,Viluppuram,7/14/2016,West,2203.128519148404,0.29,509.49,Tamil Nadu
OD3104,Rumaiza,Beverages,Soft Drinks,Bodi,3/20/2016,West,2207.900971772626,0.17,664.61,Tamil Nadu
OD3105,Komal,Fruits & Veggies,Organic Fruits,Tirunelveli,12-06-2015,West,1747.0585102698308,0.16,389.22,Tamil Nadu
OD3106,Willams,Beverages,Soft Drinks,Dindigul,11-07-2015,West,2503.9296052569794,0.2,787.08,Tamil Nadu
OD3107,Haseena,Beverages,Soft Drinks,Viluppuram,09-09-2017,West,1581.0901608895656,0.28,147.0,Tamil Nadu
OD3108,Shah,Oil & Masala,Masalas,Ramanadhapuram,04-01-2015,West,3374.8476838193465,0.27,369.28,Tamil Nadu
OD3109,Alan,Beverages,Health Drinks,Tirunelveli,7/14/2016,West,1599.4165564387379,0.27,485.32,Tamil Nadu
OD3110,Roshan,Snacks,Noodles,Ooty,11/18/2015,West,1629.7960265873915,0.17,686.7,Tamil Nadu
OD3111,Willams,Bakery,Cakes,Ramanadhapuram,8/20/2018,West,2709.7676781284604,0.2,618.03,Tamil Nadu
OD3112,Krithika,Beverages,Soft Drinks,Theni,2/15/2016,West,1017.9183577937032,0.34,240.45,Tamil Nadu
OD3113,Alan,Food Grains,Atta & Flour,Coimbatore,2/15/2016,West,1146.8764325779116,0.14,213.84,Tamil Nadu
OD3114,Sudeep,Beverages,Soft Drinks,Tirunelveli,12/20/2015,West,2017.9082994786015,0.22,550.77,Tamil Nadu
OD3115,Yadav,Bakery,Biscuits,Perambalur,11-01-2018,West,745.7923237052205,0.29,70.84,Tamil Nadu
OD3116,Malik,Oil & Masala,Edible Oil & Ghee,Karur,06-02-2018,West,1218.4855514817316,0.27,289.68,Tamil Nadu
OD3117,Vidya,Oil & Masala,Spices,Perambalur,11-07-2015,West,2050.939862355523,0.18,656.0,Tamil Nadu
OD3118,Arutra,Beverages,Health Drinks,Krishnagiri,12-03-2018,West,2813.8728390168544,0.28,941.85,Tamil Nadu
OD3119,Amrish,Oil & Masala,Spices,Viluppuram,4/23/2018,West,1626.4318815607458,0.15,61.15,Tamil Nadu
OD3120,Sudha,"Eggs, Meat & Fish",Eggs,Karur,09-04-2018,West,973.4891532704299,0.34,255.64,Tamil Nadu
OD3121,Esther,Bakery,Cakes,Namakkal,06-11-2018,West,579.0551450657499,0.13,222.2,Tamil Nadu
OD3122,Adavan,Fruits & Veggies,Fresh Vegetables,Viluppuram,06-02-2018,West,3011.1151962702907,0.31,600.6,Tamil Nadu
OD3123,Sundar,Bakery,Cakes,Perambalur,9/24/2016,West,2955.790441724139,0.32,753.87,Tamil Nadu
OD3124,Sudha,Bakery,Biscuits,Cumbum,3/19/2018,West,2542.4459477721207,0.18,618.0,Tamil Nadu
OD3125,Jonas,Bakery,Cakes,Namakkal,11/15/2017,West,1933.292551222571,0.22,499.46,Tamil Nadu
OD3126,Malik,Fruits & Veggies,Organic Fruits,Madurai,12-03-2018,West,671.5138598352003,0.14,120.29,Tamil Nadu
OD3127,Hussain,Bakery,Breads & Buns,Dharmapuri,11/24/2018,West,1923.787373633603,0.13,229.92,Tamil Nadu
OD3128,James,Food Grains,Organic Staples,Trichy,9/15/2018,West,2347.919141750209,0.28,181.56,Tamil Nadu
OD3129,Alan,Food Grains,Rice,Virudhunagar,11/24/2018,West,2427.2627000722323,0.25,684.84,Tamil Nadu
OD3130,Surya,Fruits & Veggies,Organic Vegetables,Madurai,11/20/2016,West,2961.608482279745,0.19,857.16,Tamil Nadu
OD3131,Hafiz,Fruits & Veggies,Fresh Vegetables,Coimbatore,10/22/2018,West,2071.90189184453,0.16,218.79,Tamil Nadu
OD3132,Sundar,Food Grains,Rice,Bodi,11/20/2016,West,2473.057396935661,0.26,267.6,Tamil Nadu
OD3133,Harish,Beverages,Health Drinks,Coimbatore,03-08-2016,Central,1892.2163075227177,0.1,368.03,Tamil Nadu
OD3134,Vidya,Beverages,Soft Drinks,Perambalur,5/29/2018,Central,1884.9803394889436,0.13,112.16,Tamil Nadu
OD3135,Krithika,Fruits & Veggies,Fresh Fruits,Dindigul,9/24/2017,Central,3489.8964658256255,0.29,436.5,Tamil Nadu
OD3136,Hussain,Beverages,Soft Drinks,Pudukottai,5/29/2018,Central,2460.457237249819,0.34,221.62,Tamil Nadu
OD3137,Akash,Snacks,Cookies,Ramanadhapuram,3/21/2018,Central,3711.462254891885,0.3,192.16,Tamil Nadu
OD3138,Hafiz,Bakery,Cakes,Tirunelveli,7/17/2017,Central,1063.1531434630795,0.27,97.92,Tamil Nadu
OD3139,Vidya,Snacks,Cookies,Salem,10-01-2018,Central,3396.7317885233124,0.31,269.52,Tamil Nadu
OD3140,Amrish,Food Grains,Organic Staples,Namakkal,9/24/2017,Central,2335.829280874531,0.24,438.0,Tamil Nadu
OD3141,Suresh,Snacks,Chocolates,Tenkasi,12/21/2018,Central,1751.6165030648865,0.2,404.8,Tamil Nadu
OD3142,Ganesh,Oil & Masala,Edible Oil & Ghee,Vellore,1/20/2015,Central,1265.4142921436483,0.21,309.96,Tamil Nadu
OD3143,Ram,Snacks,Chocolates,Tenkasi,7/17/2017,Central,3327.8137451430603,0.28,542.8,Tamil Nadu
OD3144,Haseena,Snacks,Noodles,Krishnagiri,5/29/2018,Central,1072.3084480284156,0.13,245.7,Tamil Nadu
OD3145,Sabeela,Oil & Masala,Masalas,Krishnagiri,12/29/2017,Central,3068.324759167144,0.13,1090.32,Tamil Nadu
OD3146,Hussain,Bakery,Biscuits,Viluppuram,3/17/2015,Central,2429.896631158488,0.24,690.8,Tamil Nadu
OD3147,Amy,Food Grains,Dals & Pulses,Ooty,9/13/2017,Central,2742.999655582682,0.28,447.26,Tamil Nadu
OD3148,Veronica,Snacks,Chocolates,Virudhunagar,7/29/2018,Central,3111.6414895345865,0.28,299.91,Tamil Nadu
OD3149,Komal,Beverages,Health Drinks,Coimbatore,09-01-2017,Central,1362.6699895976208,0.3,132.58,Tamil Nadu
OD3150,Ramesh,Snacks,Noodles,Virudhunagar,11-10-2015,Central,2835.942372727604,0.31,907.28,Tamil Nadu
OD3151,Akash,"Eggs, Meat & Fish",Eggs,Chennai,10/30/2017,Central,3015.113111365332,0.12,310.05,Tamil Nadu
OD3152,Haseena,Snacks,Cookies,Kanyakumari,6/20/2015,Central,631.7243967749431,0.11,95.2,Tamil Nadu
OD3153,Surya,Fruits & Veggies,Organic Fruits,Kanyakumari,6/29/2018,Central,1520.5241485242002,0.14,496.2,Tamil Nadu
OD3154,Vince,Bakery,Biscuits,Bodi,05-08-2016,Central,2525.860010255196,0.28,493.29,Tamil Nadu
OD3155,James,"Eggs, Meat & Fish",Eggs,Chennai,9/23/2015,Central,1891.5059217033784,0.23,441.96,Tamil Nadu
OD3156,Malik,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,9/25/2018,Central,1085.8418425032812,0.18,255.06,Tamil Nadu
OD3157,James,Food Grains,Organic Staples,Krishnagiri,7/29/2018,Central,2489.3736159458904,0.31,835.2,Tamil Nadu
OD3158,Ridhesh,"Eggs, Meat & Fish",Fish,Nagercoil,4/20/2016,Central,2432.557879846835,0.23,789.36,Tamil Nadu
OD3159,Esther,Food Grains,Atta & Flour,Perambalur,09-09-2018,Central,1927.535249801307,0.18,82.44,Tamil Nadu
OD3160,Haseena,Bakery,Cakes,Cumbum,09-04-2017,Central,3540.504252439767,0.26,1120.95,Tamil Nadu
OD3161,Jackson,Fruits & Veggies,Fresh Vegetables,Perambalur,12-08-2018,Central,2300.061586055308,0.22,108.72,Tamil Nadu
OD3162,Verma,Oil & Masala,Edible Oil & Ghee,Tenkasi,11/13/2016,Central,875.071559535188,0.12,78.54,Tamil Nadu
OD3163,Ram,"Eggs, Meat & Fish",Fish,Virudhunagar,11/30/2017,Central,1844.7782649416038,0.25,111.04,Tamil Nadu
OD3164,Veronica,Fruits & Veggies,Fresh Fruits,Tirunelveli,8/26/2017,Central,872.1075958936466,0.27,124.07,Tamil Nadu
OD3165,Peer,Fruits & Veggies,Organic Vegetables,Nagercoil,1/30/2015,Central,2340.183164445699,0.1,791.7,Tamil Nadu
OD3166,Alan,Beverages,Health Drinks,Ramanadhapuram,06-09-2016,Central,2211.251444571666,0.11,714.88,Tamil Nadu
OD3167,Aditi,"Eggs, Meat & Fish",Chicken,Madurai,03-10-2015,Central,3210.0423567577263,0.3,864.5,Tamil Nadu
OD3168,Willams,"Eggs, Meat & Fish",Eggs,Dharmapuri,11-03-2018,Central,2862.219690547739,0.26,325.76,Tamil Nadu
OD3169,Kumar,"Eggs, Meat & Fish",Eggs,Ooty,08-08-2017,Central,1250.649271826636,0.25,238.16,Tamil Nadu
OD3170,Amy,Food Grains,Atta & Flour,Madurai,10-07-2018,Central,2366.740475679744,0.12,103.95,Tamil Nadu
OD3171,Arvind,Fruits & Veggies,Fresh Vegetables,Nagercoil,1/30/2015,Central,2669.2108008311934,0.33,457.44,Tamil Nadu
OD3172,Harish,Fruits & Veggies,Organic Vegetables,Tenkasi,1/20/2015,Central,2143.478304625481,0.17,733.05,Tamil Nadu
OD3173,Sabeela,Fruits & Veggies,Fresh Vegetables,Nagercoil,3/30/2015,Central,2421.532472313283,0.35,729.96,Tamil Nadu
OD3174,Adavan,Beverages,Soft Drinks,Namakkal,12/22/2018,Central,1840.2947340402188,0.11,207.34,Tamil Nadu
OD3175,Jackson,Food Grains,Atta & Flour,Chennai,11-07-2015,Central,1218.6379538470735,0.23,166.43,Tamil Nadu
OD3176,Peer,Food Grains,Atta & Flour,Nagercoil,9/13/2017,Central,1676.0353154429567,0.14,354.48,Tamil Nadu
OD3177,Ridhesh,Oil & Masala,Edible Oil & Ghee,Krishnagiri,6/29/2018,Central,873.9441121701004,0.18,272.3,Tamil Nadu
OD3178,Mathew,Food Grains,Rice,Madurai,12-08-2018,Central,1206.4580102492735,0.19,439.65,Tamil Nadu
OD3179,Sharon,Beverages,Health Drinks,Namakkal,8/26/2017,Central,961.9337784223503,0.21,299.64,Tamil Nadu
OD3180,Amrish,Fruits & Veggies,Organic Fruits,Nagercoil,1/20/2015,Central,1642.8678928500713,0.16,139.92,Tamil Nadu
OD3181,Ramesh,Food Grains,Dals & Pulses,Pudukottai,06-04-2018,Central,2478.186806273423,0.27,98.94,Tamil Nadu
OD3182,Rumaiza,Snacks,Cookies,Nagercoil,03-04-2017,Central,1718.5331072548424,0.3,125.84,Tamil Nadu
OD3183,Krithika,Snacks,Noodles,Viluppuram,11/22/2017,Central,3028.7292897116477,0.35,428.2,Tamil Nadu
OD3184,Harish,"Eggs, Meat & Fish",Fish,Nagercoil,11/23/2015,Central,1406.3792651939568,0.18,500.28,Tamil Nadu
OD3185,Arutra,Food Grains,Rice,Bodi,11/14/2015,Central,2501.1196987618864,0.3,729.2,Tamil Nadu
OD3186,Amrish,Food Grains,Atta & Flour,Chennai,11-09-2016,Central,1638.1608005190571,0.35,296.4,Tamil Nadu
OD3187,Aditi,Oil & Masala,Spices,Theni,4/13/2016,Central,1352.157834395952,0.27,105.2,Tamil Nadu
OD3188,Jonas,Food Grains,Dals & Pulses,Kanyakumari,11-07-2015,Central,2482.9257514839946,0.21,141.44,Tamil Nadu
OD3189,Harish,"Eggs, Meat & Fish",Chicken,Salem,3/28/2015,Central,1642.4281779406058,0.3,384.12,Tamil Nadu
OD3190,Sudeep,Bakery,Breads & Buns,Madurai,11-09-2016,Central,877.5179716995331,0.22,237.8,Tamil Nadu
OD3191,Arvind,"Eggs, Meat & Fish",Fish,Chennai,1/23/2015,Central,3156.3685224655346,0.27,624.78,Tamil Nadu
OD3192,Adavan,Bakery,Breads & Buns,Krishnagiri,5/29/2016,Central,3120.408718121494,0.21,922.91,Tamil Nadu
OD3193,Muneer,Oil & Masala,Masalas,Dharmapuri,6/13/2017,Central,876.9313554586747,0.25,109.4,Tamil Nadu
OD3194,Sabeela,Fruits & Veggies,Fresh Vegetables,Perambalur,11-03-2018,Central,735.7038028117682,0.34,208.28,Tamil Nadu
OD3195,Sudeep,Fruits & Veggies,Fresh Fruits,Tirunelveli,11-10-2015,Central,2487.1124916716594,0.22,739.9,Tamil Nadu
OD3196,Surya,Fruits & Veggies,Organic Vegetables,Tirunelveli,11-10-2015,Central,1534.6664708324568,0.13,228.6,Tamil Nadu
OD3197,Sudeep,Bakery,Cakes,Krishnagiri,7/17/2017,Central,2780.7990990923113,0.26,799.26,Tamil Nadu
OD3198,Peer,Food Grains,Organic Staples,Bodi,11-09-2016,Central,2226.8864423830078,0.28,253.12,Tamil Nadu
OD3199,Ganesh,Bakery,Breads & Buns,Karur,9/13/2017,Central,937.468289631402,0.26,194.04,Tamil Nadu
OD3200,Sundar,"Eggs, Meat & Fish",Mutton,Namakkal,9/13/2017,Central,2412.376079706792,0.3,96.9,Tamil Nadu
OD3201,Ridhesh,Oil & Masala,Edible Oil & Ghee,Viluppuram,6/27/2018,Central,2648.747669083839,0.19,325.12,Tamil Nadu
OD3202,Rumaiza,"Eggs, Meat & Fish",Eggs,Krishnagiri,11/17/2016,Central,1890.470572980747,0.16,530.64,Tamil Nadu
OD3203,Sundar,"Eggs, Meat & Fish",Mutton,Madurai,09-10-2016,Central,2583.984182761439,0.14,104.85,Tamil Nadu
OD3204,Arutra,Snacks,Noodles,Coimbatore,11-10-2015,Central,1620.1806499922518,0.14,472.29,Tamil Nadu
OD3205,Jackson,Oil & Masala,Edible Oil & Ghee,Virudhunagar,11-10-2015,Central,1049.9454804927432,0.3,240.25,Tamil Nadu
OD3206,Kumar,Oil & Masala,Spices,Vellore,7/17/2017,Central,1763.9901636004104,0.24,532.35,Tamil Nadu
OD3207,Sabeela,Oil & Masala,Masalas,Kanyakumari,9/13/2017,Central,1612.5663479394493,0.15,224.8,Tamil Nadu
OD3208,Adavan,Food Grains,Dals & Pulses,Trichy,11-07-2015,Central,906.4572925620789,0.15,311.85,Tamil Nadu
OD3209,Ridhesh,Food Grains,Dals & Pulses,Ooty,07-11-2018,Central,2427.2470869956055,0.11,135.38,Tamil Nadu
OD3210,Jonas,Fruits & Veggies,Fresh Fruits,Vellore,04-04-2015,Central,2017.6837978977765,0.2,555.0,Tamil Nadu
OD3211,Suresh,Fruits & Veggies,Fresh Vegetables,Bodi,09-01-2017,Central,1075.3325541174813,0.17,305.37,Tamil Nadu
OD3212,Sudeep,Beverages,Soft Drinks,Theni,03-11-2018,Central,2357.4071281928764,0.17,663.36,Tamil Nadu
OD3213,Aditi,Food Grains,Dals & Pulses,Salem,4/20/2018,Central,1621.8113916857405,0.13,83.37,Tamil Nadu
OD3214,Suresh,Fruits & Veggies,Fresh Fruits,Nagercoil,05-04-2015,Central,3561.954746712231,0.29,561.0,Tamil Nadu
OD3215,James,Beverages,Soft Drinks,Pudukottai,11/14/2015,Central,3550.4259515249323,0.25,441.18,Tamil Nadu
OD3216,Arvind,Food Grains,Rice,Chennai,11-11-2018,Central,3848.3134522124183,0.26,834.36,Tamil Nadu
OD3217,Ravi,Fruits & Veggies,Fresh Fruits,Tenkasi,11/30/2017,Central,2381.427671369165,0.21,497.28,Tamil Nadu
OD3218,Yadav,Beverages,Soft Drinks,Dindigul,12-08-2018,Central,2955.039235793631,0.32,414.0,Tamil Nadu
OD3219,Sudha,Snacks,Noodles,Pudukottai,11/19/2015,Central,1647.4833289069618,0.33,359.29,Tamil Nadu
OD3220,Esther,Bakery,Biscuits,Coimbatore,11/17/2016,Central,1703.1515660292218,0.27,219.07,Tamil Nadu
OD3221,Aditi,Bakery,Cakes,Karur,4/25/2016,Central,2349.5230061443085,0.22,575.4,Tamil Nadu
OD3222,Peer,Bakery,Breads & Buns,Bodi,7/22/2017,Central,1902.542870384006,0.26,363.44,Tamil Nadu
OD3223,Esther,Snacks,Cookies,Viluppuram,12-04-2018,Central,1592.7978101836763,0.32,128.05,Tamil Nadu
OD3224,Krithika,Beverages,Soft Drinks,Theni,4/25/2016,Central,1519.1492015981564,0.33,242.75,Tamil Nadu
OD3225,Shah,Food Grains,Rice,Dharmapuri,12-09-2018,Central,1107.7509549479632,0.26,132.77,Tamil Nadu
OD3226,Sheeba,Food Grains,Atta & Flour,Kanyakumari,08-10-2016,Central,1151.0232992054214,0.13,273.0,Tamil Nadu
OD3227,Hussain,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,09-01-2017,Central,1972.5504656608705,0.27,164.34,Tamil Nadu
OD3228,Ganesh,Snacks,Cookies,Namakkal,09-01-2017,Central,1880.9496954991598,0.2,211.2,Tamil Nadu
OD3229,Ramesh,Food Grains,Atta & Flour,Dharmapuri,9/20/2017,Central,2736.531406599445,0.3,537.3,Tamil Nadu
OD3230,Alan,Fruits & Veggies,Fresh Fruits,Cumbum,12-09-2018,Central,1336.356637252968,0.14,166.2,Tamil Nadu
OD3231,Ridhesh,Oil & Masala,Spices,Vellore,1/20/2015,Central,2984.8913792996864,0.33,657.28,Tamil Nadu
OD3232,Ridhesh,Beverages,Soft Drinks,Ooty,1/20/2015,Central,2199.868294649619,0.29,624.75,Tamil Nadu
OD3233,Yusuf,Beverages,Soft Drinks,Namakkal,9/23/2015,Central,2887.2397363506625,0.32,147.21,Tamil Nadu
OD3234,Alan,Food Grains,Organic Staples,Salem,12/16/2018,Central,2507.965102905039,0.19,526.69,Tamil Nadu
OD3235,Ganesh,Beverages,Soft Drinks,Madurai,9/13/2017,Central,1965.2002020100115,0.25,315.2,Tamil Nadu
OD3236,Verma,Fruits & Veggies,Organic Fruits,Pudukottai,04-12-2015,Central,2886.97381356718,0.32,211.86,Tamil Nadu
OD3237,Alan,"Eggs, Meat & Fish",Mutton,Salem,12-09-2018,Central,2472.822892764414,0.18,469.04,Tamil Nadu
OD3238,Shree,"Eggs, Meat & Fish",Fish,Vellore,3/21/2018,Central,1914.143568866857,0.27,329.12,Tamil Nadu
OD3239,Haseena,Fruits & Veggies,Fresh Vegetables,Ooty,12/26/2018,Central,1245.5901366116632,0.1,341.12,Tamil Nadu
OD3240,Mathew,"Eggs, Meat & Fish",Fish,Trichy,1/28/2018,Central,2920.4016607999147,0.13,815.76,Tamil Nadu
OD3241,Sudha,Oil & Masala,Edible Oil & Ghee,Karur,7/22/2017,Central,621.6112138576565,0.11,165.23,Tamil Nadu
OD3242,Kumar,Oil & Masala,Spices,Pudukottai,9/23/2015,Central,4111.437391053657,0.32,465.4,Tamil Nadu
OD3243,Anu,Snacks,Chocolates,Theni,7/22/2017,Central,1556.3420731590109,0.27,540.51,Tamil Nadu
OD3244,Willams,Fruits & Veggies,Organic Fruits,Viluppuram,11-03-2018,Central,3696.3018197343067,0.26,1087.24,Tamil Nadu
OD3245,Alan,Food Grains,Dals & Pulses,Krishnagiri,9/23/2015,Central,1120.7731411820225,0.28,327.59,Tamil Nadu
OD3246,Veena,Food Grains,Organic Staples,Tenkasi,09-03-2017,Central,1223.2484299043335,0.19,161.64,Tamil Nadu
OD3247,Sudeep,"Eggs, Meat & Fish",Eggs,Krishnagiri,6/20/2015,Central,2223.537850017997,0.21,98.16,Tamil Nadu
OD3248,Sheeba,Beverages,Soft Drinks,Karur,11-07-2015,Central,3018.5634208468414,0.31,325.35,Tamil Nadu
OD3249,Arvind,Bakery,Cakes,Dindigul,3/17/2015,Central,3259.988109587841,0.31,810.67,Tamil Nadu
OD3250,Veronica,Fruits & Veggies,Organic Vegetables,Trichy,08-05-2018,Central,2006.161353798906,0.16,647.02,Tamil Nadu
OD3251,Sabeela,Snacks,Noodles,Bodi,06-01-2016,Central,2349.686823353251,0.16,795.08,Tamil Nadu
OD3252,Komal,Beverages,Health Drinks,Trichy,3/17/2015,Central,3782.866954775495,0.35,1046.19,Tamil Nadu
OD3253,Ridhesh,Snacks,Cookies,Salem,08-10-2018,Central,753.7433190224059,0.23,48.15,Tamil Nadu
OD3254,Rumaiza,Snacks,Noodles,Virudhunagar,9/22/2017,Central,2552.139712653492,0.19,293.6,Tamil Nadu
OD3255,Vinne,Oil & Masala,Masalas,Dharmapuri,9/13/2017,Central,2844.2316887476413,0.22,894.83,Tamil Nadu
OD3256,Sharon,Beverages,Soft Drinks,Pudukottai,03-05-2016,Central,2003.787429078998,0.14,736.2,Tamil Nadu
OD3257,Aditi,Food Grains,Dals & Pulses,Namakkal,11-11-2018,Central,2600.5119611447785,0.23,744.84,Tamil Nadu
OD3258,Shah,Beverages,Health Drinks,Ramanadhapuram,4/20/2018,Central,2083.3611167180184,0.27,421.74,Tamil Nadu
OD3259,Shah,Beverages,Soft Drinks,Coimbatore,06-01-2016,Central,2448.630395442607,0.2,500.54,Tamil Nadu
OD3260,Kumar,Bakery,Breads & Buns,Salem,7/25/2018,Central,2112.5035717517862,0.1,718.52,Tamil Nadu
OD3261,Hafiz,"Eggs, Meat & Fish",Chicken,Karur,11/13/2016,Central,1763.3573732618445,0.18,353.75,Tamil Nadu
OD3262,Yusuf,Snacks,Cookies,Tenkasi,9/22/2017,Central,3028.7001840660455,0.28,616.54,Tamil Nadu
OD3263,Willams,Fruits & Veggies,Organic Vegetables,Nagercoil,3/17/2015,Central,773.463150625455,0.1,146.0,Tamil Nadu
OD3264,Kumar,"Eggs, Meat & Fish",Chicken,Trichy,11/30/2017,Central,2497.6115764035317,0.29,579.24,Tamil Nadu
OD3265,Veena,Snacks,Cookies,Krishnagiri,10/20/2017,Central,2778.541410000897,0.12,824.73,Tamil Nadu
OD3266,Malik,"Eggs, Meat & Fish",Mutton,Nagercoil,2/13/2018,Central,2568.652294349116,0.25,654.8,Tamil Nadu
OD3267,Haseena,Oil & Masala,Masalas,Theni,7/17/2017,Central,945.4907999799804,0.2,46.8,Tamil Nadu
OD3268,Harish,Food Grains,Dals & Pulses,Dindigul,8/31/2018,Central,1772.2420499029474,0.17,364.0,Tamil Nadu
OD3269,Sudeep,Food Grains,Organic Staples,Virudhunagar,5/19/2015,Central,1805.323683057744,0.14,409.92,Tamil Nadu
OD3270,Akash,Beverages,Health Drinks,Dindigul,08-05-2018,Central,2279.4349105616284,0.26,642.47,Tamil Nadu
OD3271,Ravi,Snacks,Noodles,Tirunelveli,11/20/2018,Central,2631.7314310988286,0.19,708.22,Tamil Nadu
OD3272,Jonas,"Eggs, Meat & Fish",Fish,Chennai,3/17/2015,Central,2956.861847634335,0.23,963.91,Tamil Nadu
OD3273,Peer,Beverages,Health Drinks,Cumbum,12/23/2015,Central,992.7807643411742,0.19,50.61,Tamil Nadu
OD3274,Jonas,Snacks,Cookies,Virudhunagar,12/17/2017,Central,2006.4244703802729,0.22,314.82,Tamil Nadu
OD3275,Veronica,Food Grains,Rice,Perambalur,12-09-2017,Central,2588.2143982335906,0.23,247.8,Tamil Nadu
OD3276,Hafiz,Snacks,Cookies,Ooty,7/31/2017,Central,3211.0075177222143,0.22,591.57,Tamil Nadu
OD3277,Rumaiza,"Eggs, Meat & Fish",Fish,Karur,09-01-2017,Central,880.3653333870922,0.13,120.78,Tamil Nadu
OD3278,Shree,"Eggs, Meat & Fish",Mutton,Tirunelveli,1/20/2015,Central,3047.4714353148806,0.28,340.16,Tamil Nadu
OD3279,Anu,Food Grains,Rice,Ooty,10-09-2016,Central,708.541962858207,0.19,235.64,Tamil Nadu
OD3280,Amrish,Fruits & Veggies,Fresh Fruits,Theni,09-04-2017,Central,2742.779339650447,0.28,204.49,Tamil Nadu
OD3281,Sudeep,Bakery,Biscuits,Pudukottai,10/13/2017,Central,2483.795565116183,0.26,209.55,Tamil Nadu
OD3282,Akash,Oil & Masala,Masalas,Dharmapuri,03-03-2017,Central,2586.310321016148,0.19,702.8,Tamil Nadu
OD3283,Sheeba,Snacks,Chocolates,Cumbum,11/22/2017,Central,2288.6056582917354,0.22,780.14,Tamil Nadu
OD3284,Rumaiza,Food Grains,Atta & Flour,Viluppuram,11/21/2017,Central,1786.23341133337,0.22,441.0,Tamil Nadu
OD3285,Arutra,Bakery,Biscuits,Ooty,7/23/2017,Central,898.6058362587793,0.13,337.35,Tamil Nadu
OD3286,Sheeba,"Eggs, Meat & Fish",Mutton,Krishnagiri,12/17/2016,Central,3150.514933122011,0.16,589.16,Tamil Nadu
OD3287,Amy,Snacks,Noodles,Krishnagiri,4/24/2018,Central,1652.4602852690314,0.32,296.92,Tamil Nadu
OD3288,Verma,Fruits & Veggies,Organic Vegetables,Karur,12/22/2015,Central,1244.5843061575324,0.31,370.66,Tamil Nadu
OD3289,Vince,"Eggs, Meat & Fish",Mutton,Virudhunagar,10/23/2018,Central,913.8916308697183,0.35,31.25,Tamil Nadu
